Epochs,Activation Function,Number of LSTM Units,Number of Hidden Layers,Dropout Rate,MSE,RMSE,MAE,R2
150,relu,128,2,0.2,0.829052321,0.910523103,0.7502359,0.782926686
200,relu,128,2,0.2,0.832294508,0.912301764,0.747498571,0.782077774
250,relu,128,2,0.2,0.849074525,0.9214524,0.744083076,0.777684211
300,relu,128,2,0.2,0.801111257,0.895048187,0.721865569,0.79024258
350,relu,128,2,0.2,0.860253651,0.927498599,0.766886044,0.774757146
400,relu,128,2,0.2,0.881622441,0.938947517,0.760407958,0.76916209
450,relu,128,2,0.2,0.942438668,0.970792804,0.787734154,0.75323839
500,relu,128,2,0.2,0.837759573,0.91529207,0.73118468,0.780646839
550,relu,128,2,0.2,0.817341437,0.904069376,0.730177254,0.785992983
600,relu,128,2,0.2,0.891721764,0.944310205,0.755374992,0.766517753
650,relu,128,2,0.2,0.778012325,0.882050069,0.712622853,0.796290645
700,relu,128,2,0.2,0.897423251,0.947324258,0.75543968,0.765024915
750,relu,128,2,0.2,0.844597375,0.91901979,0.742508777,0.778856477
800,relu,128,2,0.2,0.850686176,0.922326502,0.739535371,0.777262227
850,relu,128,2,0.2,0.850702927,0.922335582,0.740249179,0.777257841
900,relu,128,2,0.2,0.81746818,0.904139469,0.737116088,0.785959797
950,relu,128,2,0.2,0.80014256,0.894506881,0.723643769,0.790496217
1000,relu,128,2,0.2,0.845803715,0.919675875,0.742850774,0.778540617
1100,relu,128,2,0.2,0.809411631,0.899673069,0.732130536,0.788069268
1200,relu,128,2,0.2,0.868924613,0.932161259,0.755860163,0.772486801
1300,relu,128,2,0.2,0.830312562,0.911214882,0.768557899,0.782596713
1400,relu,128,2,0.2,0.842610481,0.917938168,0.774304048,0.779376711
1500,relu,128,2,0.2,0.869380957,0.932406005,0.760336851,0.772367315
1600,relu,128,2,0.2,0.90586186,0.951767755,0.785781813,0.762815408
1700,relu,128,2,0.2,0.861409184,0.92812132,0.74777002,0.774454589
1800,relu,128,2,0.2,0.871149293,0.933353788,0.750003326,0.771904306
1900,relu,128,2,0.2,0.837272726,0.91502608,0.736332711,0.780774312
2000,relu,128,2,0.2,0.885196917,0.94084904,0.757089783,0.768226174
2100,relu,128,2,0.2,0.81590555,0.903274903,0.73305504,0.786368945
2200,relu,128,2,0.2,0.859280186,0.926973671,0.743501381,0.775012031
2300,relu,128,2,0.2,0.811770073,0.900982837,0.731483497,0.78745175
2400,relu,128,2,0.2,0.799270044,0.89401904,0.723355218,0.790724671
2500,relu,128,2,0.2,0.802772236,0.895975578,0.737423791,0.789807681
2600,relu,128,2,0.2,0.820600356,0.905869944,0.732621663,0.78513969
2700,relu,128,2,0.2,0.84513838,0.919314081,0.742104015,0.778714824
2800,relu,128,2,0.2,0.875025255,0.935427846,0.75690377,0.770889451
2900,relu,128,2,0.2,0.843314159,0.918321381,0.739810803,0.779192465
3000,relu,128,2,0.2,0.841333779,0.917242486,0.737480938,0.779710994
3500,relu,128,2,0.2,0.942329601,0.970736628,0.792441169,0.753266948
3600,relu,128,2,0.2,0.871954582,0.933785084,0.761747403,0.771693455
3700,relu,128,2,0.2,0.860648999,0.9277117,0.748134695,0.77465363
3800,relu,128,2,0.2,0.855636751,0.925006352,0.734908576,0.775966003
3900,relu,128,2,0.2,0.772351617,0.878835376,0.714616611,0.797772805
4000,relu,128,2,0.2,0.829472817,0.910753983,0.733458904,0.782816586
4100,relu,128,2,0.2,0.921465462,0.959929926,0.773614716,0.758729869
4200,relu,128,2,0.2,0.840999489,0.917060243,0.749225283,0.779798522
4300,relu,128,2,0.2,0.851856351,0.922960644,0.722081828,0.776955837
4400,relu,128,2,0.2,0.851880302,0.922973619,0.74257761,0.776949565
4500,relu,128,2,0.2,0.802112292,0.89560722,0.734608493,0.789980476
4600,relu,128,2,0.2,0.747604308,0.864641144,0.691398784,0.804252469
4700,relu,128,2,0.2,0.801656289,0.895352606,0.726294276,0.790099873
4800,relu,128,2,0.2,0.821434687,0.906330341,0.733427004,0.784921234
4900,relu,128,2,0.2,0.859170748,0.926914639,0.755672551,0.775040685
5000,relu,128,2,0.2,0.8666173,0.930922822,0.753952677,0.773090932
5500,relu,128,2,0.2,0.830141399,0.911120957,0.736993162,0.782641529
6000,relu,128,2,0.2,0.847118294,0.920390295,0.744353198,0.778196416
6500,relu,128,2,0.2,0.870808846,0.933171392,0.753312196,0.771993446
7000,relu,128,2,0.2,0.864069035,0.929553138,0.754665704,0.773758152
50,relu,256,2,0.2,0.814574054,0.902537564,0.735394525,0.786717575
100,relu,256,2,0.2,0.797627828,0.893100122,0.727528025,0.791154657
150,relu,256,2,0.2,0.794513237,0.89135472,0.732965007,0.79197016
200,relu,256,2,0.2,0.844586442,0.919013842,0.742932737,0.778859339
250,relu,256,2,0.2,0.809245225,0.899580583,0.73544568,0.788112838
300,relu,256,2,0.2,0.81701319,0.903887819,0.732197219,0.786078928
350,relu,256,2,0.2,0.863378535,0.929181648,0.754207818,0.773938948
400,relu,256,2,0.2,0.793913336,0.891018146,0.718226519,0.792127234
450,relu,256,2,0.2,0.843188376,0.918252893,0.742861458,0.779225399
500,relu,256,2,0.2,0.797763534,0.893176093,0.725243132,0.791119125
550,relu,256,2,0.2,0.974458915,0.987146856,0.784430415,0.744854431
600,relu,256,2,0.2,0.835035381,0.913802703,0.745816321,0.781360123
650,relu,256,2,0.2,0.771070017,0.878105926,0.701042274,0.79810837
700,relu,256,2,0.2,0.842207353,0.917718558,0.745671695,0.779482263
750,relu,256,2,0.2,0.811270106,0.900705338,0.72464016,0.787582658
800,relu,256,2,0.2,0.8346032,0.913566199,0.750702217,0.781473282
850,relu,256,2,0.2,0.95886373,0.979215875,0.787730627,0.748937766
900,relu,256,2,0.2,0.844352532,0.918886572,0.735388046,0.778920584
950,relu,256,2,0.2,0.825906886,0.908794193,0.75190991,0.783750265
1000,relu,256,2,0.2,0.807607394,0.898669792,0.735097938,0.788541677
1100,relu,256,2,0.2,0.826546573,0.909146068,0.725818212,0.783582773
1200,relu,256,2,0.2,0.820224127,0.905662259,0.734932192,0.785238199
1300,relu,256,2,0.2,0.829349327,0.910686185,0.738586794,0.78284892
1400,relu,256,2,0.2,0.91663777,0.957412017,0.77708669,0.759993919
1500,relu,256,2,0.2,0.809819694,0.899899825,0.721731469,0.787962423
1600,relu,256,2,0.2,0.819311305,0.905158166,0.727538267,0.785477206
1700,relu,256,2,0.2,0.821267744,0.906238238,0.745457556,0.784964945
1800,relu,256,2,0.2,0.950966486,0.975175106,0.78352082,0.751005525
1900,relu,256,2,0.2,0.805610231,0.897557927,0.727343212,0.7890646
2000,relu,256,2,0.2,0.844827119,0.919144776,0.74364511,0.778796322
2100,relu,256,2,0.2,0.881648363,0.938961321,0.758828739,0.769155303
2200,relu,256,2,0.2,0.805566404,0.897533512,0.727337046,0.789076075
2300,relu,256,2,0.2,0.848208906,0.920982576,0.751315737,0.777910858
2400,relu,256,2,0.2,0.819354022,0.905181762,0.731886163,0.785466021
2500,relu,256,2,0.2,0.828333469,0.910128271,0.7415453,0.783114905
2600,relu,256,2,0.2,0.868377226,0.931867601,0.737062208,0.772630125
2700,relu,256,2,0.2,0.810468165,0.900260054,0.728294038,0.787792632
2800,relu,256,2,0.2,0.822848427,0.907109931,0.716141988,0.78455107
2900,relu,256,2,0.2,0.828173454,0.910040359,0.721578522,0.783156802
3000,relu,256,2,0.2,0.875214041,0.93552875,0.760399272,0.770840021
3500,relu,256,2,0.2,0.816956476,0.903856447,0.733987305,0.786093778
3600,relu,256,2,0.2,0.909542039,0.953699135,0.78175522,0.761851816
3700,relu,256,2,0.2,0.894339514,0.945695254,0.766082031,0.765832339
3800,relu,256,2,0.2,0.835876498,0.914262817,0.745616941,0.781139891
3900,relu,256,2,0.2,0.828465457,0.910200779,0.739834076,0.783080346
4000,relu,256,2,0.2,0.858255375,0.926420733,0.754461264,0.77528036
4100,relu,256,2,0.2,0.794724791,0.891473382,0.712413074,0.791914768
4200,relu,256,2,0.2,0.800600921,0.894763053,0.733312607,0.790376203
4300,relu,256,2,0.2,0.800761359,0.894852703,0.732249234,0.790334195
4400,relu,256,2,0.2,0.895220313,0.946160828,0.76413781,0.765601717
4500,relu,256,2,0.2,0.814221618,0.902342295,0.739363342,0.786809854
4600,relu,256,2,0.2,0.803844508,0.89657376,0.727827496,0.789526925
4700,relu,256,2,0.2,0.792953507,0.890479369,0.730567161,0.792378549
4800,relu,256,2,0.2,0.755529072,0.869211753,0.701178793,0.802177504
4900,relu,256,2,0.2,0.841868722,0.917534044,0.746697392,0.779570928
5000,relu,256,2,0.2,0.804954651,0.89719265,0.728848454,0.789236253
5500,relu,256,2,0.2,0.83865599,0.915781628,0.741892159,0.780412128
6000,relu,256,2,0.2,0.857317833,0.925914593,0.757969392,0.77552584
6500,relu,256,2,0.2,0.971051939,0.985419677,0.790616526,0.74574649
7000,relu,256,2,0.2,0.87874517,0.937414087,0.762233047,0.769915455
50,relu,32,3,0.2,0.814323519,0.902398759,0.706432075,0.786783173
100,relu,32,3,0.2,0.898519194,0.947902524,0.769814549,0.764737961
150,relu,32,3,0.2,0.817570407,0.904196,0.720780299,0.785933031
200,relu,32,3,0.2,0.886699622,0.941647292,0.767970255,0.767832716
250,relu,32,3,0.2,0.850570398,0.922263735,0.742771406,0.777292542
300,relu,32,3,0.2,1.067763669,1.033326507,0.823865828,0.720424161
350,relu,32,3,0.2,0.829018227,0.910504381,0.733649697,0.782935613
400,relu,32,3,0.2,0.825557937,0.908602189,0.733681778,0.783841631
450,relu,32,3,0.2,0.840862205,0.91698539,0.741327737,0.779834467
500,relu,32,3,0.2,0.819903644,0.905485309,0.715151037,0.785322112
550,relu,32,3,0.2,0.895869263,0.946503705,0.771694989,0.765431801
600,relu,32,3,0.2,0.926166028,0.962375201,0.79361145,0.757499106
650,relu,32,3,0.2,0.777991256,0.882038126,0.723750114,0.796296161
700,relu,32,3,0.2,0.825682263,0.908670602,0.720235104,0.783809078
750,relu,32,3,0.2,0.938953756,0.968996262,0.790745659,0.754150856
800,relu,32,3,0.2,0.850805667,0.922391276,0.749583893,0.77723094
850,relu,32,3,0.2,0.860088899,0.92740978,0.751994694,0.774800283
900,relu,32,3,0.2,0.849094022,0.921462979,0.737433897,0.777679106
950,relu,32,3,0.2,0.813953473,0.9021937,0.727393056,0.786880063
1000,relu,32,3,0.2,0.897238498,0.947226741,0.775482042,0.76507329
1100,relu,32,3,0.2,0.911004139,0.954465368,0.777750777,0.76146899
1200,relu,32,3,0.2,0.964816549,0.982250757,0.782889687,0.747379121
1300,relu,32,3,0.2,0.826737032,0.909250808,0.719544669,0.783532905
1400,relu,32,3,0.2,0.935739399,0.967336239,0.771561782,0.754992481
1500,relu,32,3,0.2,0.893374516,0.945184911,0.751168682,0.766085008
1600,relu,32,3,0.2,0.802667151,0.895916933,0.712747777,0.789835196
1700,relu,32,3,0.2,0.843942389,0.918663371,0.741954096,0.779027974
1800,relu,32,3,0.2,0.873584536,0.934657443,0.759369118,0.771266679
1900,relu,32,3,0.2,0.76673402,0.875633497,0.68724588,0.799243678
2000,relu,32,3,0.2,0.855859195,0.925126583,0.740025257,0.77590776
2100,relu,32,3,0.2,0.833486352,0.912954737,0.732711685,0.78176571
2200,relu,32,3,0.2,0.813753597,0.902082921,0.73447079,0.786932398
2300,relu,32,3,0.2,0.851308806,0.922663973,0.729975644,0.777099202
2400,relu,32,3,0.2,0.759512216,0.87149998,0.696861714,0.801134585
2500,relu,32,3,0.2,0.844962826,0.919218596,0.743456059,0.778760789
2600,relu,32,3,0.2,0.841518332,0.917343083,0.741763611,0.779662672
2700,relu,32,3,0.2,0.854184452,0.924220997,0.736089503,0.776346263
2800,relu,32,3,0.2,0.832102538,0.912196545,0.725132569,0.782128038
2900,relu,32,3,0.2,0.913297305,0.955665896,0.774279441,0.760868563
3000,relu,32,3,0.2,0.887955182,0.942313739,0.760047841,0.767503969
3500,relu,32,3,0.2,0.853483466,0.923841689,0.738129723,0.776529804
3600,relu,32,3,0.2,0.8864381,0.941508418,0.754670151,0.767901191
3700,relu,32,3,0.2,0.856821364,0.925646457,0.750536154,0.775655832
3800,relu,32,3,0.2,0.776793459,0.881358871,0.717324522,0.796609784
3900,relu,32,3,0.2,0.894563419,0.945813628,0.765103202,0.765773714
4000,relu,32,3,0.2,0.888128928,0.942405925,0.756435251,0.767458476
4100,relu,32,3,0.2,0.87911579,0.937611748,0.769683722,0.769818414
4200,relu,32,3,0.2,0.863377539,0.929181112,0.745436354,0.773939209
4300,relu,32,3,0.2,0.874127055,0.934947622,0.764492963,0.77112463
4400,relu,32,3,0.2,0.846009036,0.919787495,0.729989605,0.778486857
4500,relu,32,3,0.2,0.967103881,0.983414399,0.779858984,0.746780222
4600,relu,32,3,0.2,0.974244888,0.987038443,0.793236841,0.74491047
4700,relu,32,3,0.2,0.925437175,0.961996453,0.759222307,0.757689943
4800,relu,32,3,0.2,0.808406046,0.899114034,0.715526349,0.788332563
4900,relu,32,3,0.2,0.807397712,0.898553121,0.72427541,0.788596578
5000,relu,32,3,0.2,0.840779087,0.916940067,0.732509721,0.779856231
5500,relu,32,3,0.2,0.840944021,0.91703,0.730709136,0.779813045
6000,relu,32,3,0.2,0.848898652,0.921356962,0.734219209,0.77773026
6500,relu,32,3,0.2,0.843251485,0.918287257,0.724581205,0.779208875
7000,relu,32,3,0.2,0.902899933,0.950210468,0.77621054,0.763590939
50,relu,64,3,0.2,0.841536817,0.917353158,0.729823764,0.779657832
100,relu,64,3,0.2,0.781328752,0.883928024,0.709371339,0.795422294
150,relu,64,3,0.2,0.85231078,0.923206792,0.747084902,0.776836852
200,relu,64,3,0.2,0.863017617,0.928987415,0.745873617,0.774033448
250,relu,64,3,0.2,0.930916853,0.964840325,0.767601035,0.756255183
300,relu,64,3,0.2,0.86806534,0.931700241,0.748053446,0.772711787
350,relu,64,3,0.2,0.824026715,0.907759172,0.734215921,0.784242556
400,relu,64,3,0.2,0.772646528,0.879003145,0.711267497,0.797695588
450,relu,64,3,0.2,0.766140272,0.875294392,0.714187827,0.799399141
500,relu,64,3,0.2,0.874963963,0.935395084,0.757163163,0.7709055
550,relu,64,3,0.2,0.866354337,0.930781573,0.744046324,0.773159784
600,relu,64,3,0.2,0.844649457,0.919048126,0.73281978,0.77884284
650,relu,64,3,0.2,0.885804708,0.941171987,0.77156157,0.768067034
700,relu,64,3,0.2,0.795488268,0.89190149,0.704773616,0.791714865
750,relu,64,3,0.2,0.841779416,0.917485376,0.735744318,0.779594311
800,relu,64,3,0.2,0.931585714,0.96518688,0.779142514,0.756080053
850,relu,64,3,0.2,0.784206491,0.885554341,0.719993868,0.794668807
900,relu,64,3,0.2,0.88923607,0.942993144,0.76402902,0.76716859
950,relu,64,3,0.2,0.854119422,0.924185816,0.747643931,0.77636329
1000,relu,64,3,0.2,0.874793156,0.935303777,0.754895687,0.770950222
1100,relu,64,3,0.2,0.787228458,0.887258958,0.739888922,0.793877556
1200,relu,64,3,0.2,0.841598028,0.91738652,0.77068048,0.779641805
1300,relu,64,3,0.2,0.844419518,0.918923021,0.753413088,0.778903045
1400,relu,64,3,0.2,0.887687088,0.942171475,0.770833457,0.767574165
1500,relu,64,3,0.2,0.824536115,0.90803971,0.732658351,0.784109178
1600,relu,64,3,0.2,0.829947265,0.911014415,0.719434501,0.78269236
1700,relu,64,3,0.2,0.848378839,0.921074828,0.736595942,0.777866364
1800,relu,64,3,0.2,0.879731544,0.937940054,0.783410347,0.769657189
1900,relu,64,3,0.2,0.778111641,0.882106366,0.701374097,0.79626464
2000,relu,64,3,0.2,0.837535065,0.915169419,0.729847287,0.780705623
2100,relu,64,3,0.2,0.879556797,0.937846894,0.779582786,0.769702944
2200,relu,64,3,0.2,0.766383526,0.875433336,0.69403574,0.799335449
2300,relu,64,3,0.2,0.977317562,0.988593729,0.796217357,0.744105942
2400,relu,64,3,0.2,0.922935692,0.960695421,0.786314492,0.758344914
2500,relu,64,3,0.2,0.941980766,0.970556936,0.788128362,0.753358284
2600,relu,64,3,0.2,0.877321493,0.936654415,0.756516251,0.77028822
2700,relu,64,3,0.2,0.824828411,0.908200645,0.730527562,0.784032645
2800,relu,64,3,0.2,0.794821488,0.891527615,0.702057005,0.79188945
2900,relu,64,3,0.2,0.879991626,0.938078689,0.74428055,0.769589091
3000,relu,64,3,0.2,0.810929904,0.900516465,0.714319627,0.787671734
3500,relu,64,3,0.2,0.889988731,0.943392141,0.766211353,0.766971518
3600,relu,64,3,0.2,0.839861285,0.916439461,0.726296907,0.780096541
3700,relu,64,3,0.2,0.897874332,0.947562311,0.739589705,0.764906807
3800,relu,64,3,0.2,0.883539034,0.939967571,0.774753163,0.768660262
3900,relu,64,3,0.2,0.819568504,0.905300229,0.743719485,0.785409863
4000,relu,64,3,0.2,0.779670296,0.882989409,0.700749268,0.795856533
4100,relu,64,3,0.2,0.859139903,0.926898,0.740362218,0.775048762
4200,relu,64,3,0.2,0.850800562,0.922388509,0.720021756,0.777232277
4300,relu,64,3,0.2,0.762611376,0.873276231,0.70474666,0.800323122
4400,relu,64,3,0.2,0.819868936,0.905466143,0.719889135,0.7853312
4500,relu,64,3,0.2,0.894763139,0.945919203,0.769606957,0.76572142
4600,relu,64,3,0.2,0.780045102,0.88320162,0.716322257,0.795758396
4700,relu,64,3,0.2,0.858301049,0.926445384,0.735088218,0.775268401
4800,relu,64,3,0.2,0.811697132,0.900942358,0.732787388,0.787470848
4900,relu,64,3,0.2,0.775431605,0.880585944,0.721615218,0.796966362
5000,relu,64,3,0.2,1.074020648,1.036349675,0.836942097,0.718785877
5500,relu,64,3,0.2,0.796847198,0.892662981,0.716856424,0.791359052
6000,relu,64,3,0.2,0.880927646,0.938577459,0.75462474,0.76934401
6500,relu,64,3,0.2,0.770539977,0.877804065,0.713377258,0.798247152
7000,relu,64,3,0.2,1.042061107,1.020813943,0.813944759,0.727153941
50,relu,128,3,0.2,0.855722507,0.925052705,0.740355124,0.775943549
100,relu,128,3,0.2,0.815890592,0.903266623,0.741185872,0.786372862
150,relu,128,3,0.2,0.774156919,0.879861875,0.727204565,0.797300117
200,relu,128,3,0.2,0.81053713,0.900298356,0.720102511,0.787774575
250,relu,128,3,0.2,0.823177319,0.907291199,0.730393056,0.784464955
300,relu,128,3,0.2,0.82685205,0.909314055,0.733420106,0.783502789
350,relu,128,3,0.2,0.781050446,0.883770585,0.708749094,0.795495164
400,relu,128,3,0.2,0.927085055,0.962852561,0.780409624,0.757258474
450,relu,128,3,0.2,0.827014948,0.909403622,0.733238279,0.783460137
500,relu,128,3,0.2,0.809495716,0.899719798,0.719330464,0.788047252
550,relu,128,3,0.2,0.81295518,0.901640272,0.723160808,0.78714145
600,relu,128,3,0.2,0.811755548,0.900974776,0.731940509,0.787455553
650,relu,128,3,0.2,0.830280996,0.911197561,0.741764717,0.782604978
700,relu,128,3,0.2,0.892686219,0.944820734,0.746777838,0.766265227
750,relu,128,3,0.2,0.790760968,0.889247417,0.711418226,0.792952628
800,relu,128,3,0.2,0.838707444,0.91580972,0.738254543,0.780398655
850,relu,128,3,0.2,0.810288437,0.900160228,0.728969283,0.787839691
900,relu,128,3,0.2,0.836562773,0.914638056,0.744879247,0.780960201
950,relu,128,3,0.2,0.898674218,0.947984292,0.756238117,0.764697371
1000,relu,128,3,0.2,0.829614218,0.910831608,0.724499335,0.782779563
1100,relu,128,3,0.2,0.771467645,0.878332309,0.720385675,0.798004258
1200,relu,128,3,0.2,0.852220706,0.923158007,0.755754104,0.776860436
1300,relu,128,3,0.2,0.856225217,0.925324385,0.740408733,0.775811923
1400,relu,128,3,0.2,0.927900043,0.963275684,0.7760888,0.757045083
1500,relu,128,3,0.2,0.837785525,0.915306247,0.74437172,0.780640044
1600,relu,128,3,0.2,0.84573078,0.919636222,0.729146043,0.778559713
1700,relu,128,3,0.2,0.838006223,0.915426798,0.729923319,0.780582258
1800,relu,128,3,0.2,0.88779444,0.942228443,0.762424695,0.767546056
1900,relu,128,3,0.2,0.821128012,0.90616114,0.73725002,0.785001532
2000,relu,128,3,0.2,0.819659326,0.905350388,0.727846714,0.785386083
2100,relu,128,3,0.2,0.811607224,0.90089246,0.741678358,0.787494389
2200,relu,128,3,0.2,0.846852913,0.920246115,0.758564912,0.778265902
2300,relu,128,3,0.2,0.844364251,0.918892949,0.74010848,0.778917516
2400,relu,128,3,0.2,0.801845019,0.895457994,0.724018046,0.790050457
2500,relu,128,3,0.2,0.892393089,0.944665596,0.76912214,0.766341978
2600,relu,128,3,0.2,0.859180535,0.926919919,0.735576615,0.775038123
2700,relu,128,3,0.2,0.792217197,0.890065839,0.712757557,0.792571339
2800,relu,128,3,0.2,0.758163773,0.870726004,0.70245129,0.801487652
2900,relu,128,3,0.2,0.763070823,0.873539251,0.703049584,0.800202824
3000,relu,128,3,0.2,0.809772471,0.899873586,0.730548286,0.787974788
3500,relu,128,3,0.2,0.784622995,0.885789476,0.728810308,0.794559752
3600,relu,128,3,0.2,0.811695157,0.900941261,0.722647383,0.787471365
3700,relu,128,3,0.2,0.838269667,0.915570678,0.763679165,0.78051328
3800,relu,128,3,0.2,0.844916326,0.919193302,0.741313599,0.778772965
3900,relu,128,3,0.2,0.835597428,0.914110184,0.735484487,0.78121296
4000,relu,128,3,0.2,0.83936141,0.916166693,0.740996506,0.780227425
4100,relu,128,3,0.2,0.814537239,0.902517168,0.735575642,0.786727214
4200,relu,128,3,0.2,0.863800524,0.929408696,0.751202735,0.773828457
4300,relu,128,3,0.2,0.767931294,0.876316891,0.711389638,0.798930192
4400,relu,128,3,0.2,0.841465032,0.917314031,0.740208848,0.779676627
4500,relu,128,3,0.2,0.84914118,0.921488568,0.739806431,0.777666758
4600,relu,128,3,0.2,0.772148583,0.878719855,0.702437596,0.797825966
4700,relu,128,3,0.2,0.78557409,0.886326176,0.695139291,0.794310725
4800,relu,128,3,0.2,0.865224668,0.930174537,0.744293834,0.773455569
4900,relu,128,3,0.2,0.855276445,0.924811573,0.73521949,0.776060343
5000,relu,128,3,0.2,0.821699122,0.906476212,0.748537866,0.784851996
5500,relu,128,3,0.2,0.843937298,0.9186606,0.726629225,0.779029306
6000,relu,128,3,0.2,0.856106351,0.925260153,0.738947956,0.775843046
6500,relu,128,3,0.2,0.769980901,0.877485556,0.719777915,0.798393537
7000,relu,128,3,0.2,0.810384791,0.900213748,0.744100043,0.787814462
50,relu,256,3,0.2,0.811226881,0.900681343,0.718222339,0.787593975
100,relu,256,3,0.2,0.826182417,0.908945772,0.735308527,0.783678121
150,relu,256,3,0.2,0.840352725,0.916707546,0.744908721,0.779967866
200,relu,256,3,0.2,0.854661081,0.924478816,0.748293323,0.776221466
250,relu,256,3,0.2,0.789649641,0.888622327,0.713985295,0.79324361
300,relu,256,3,0.2,0.824343168,0.90793346,0.732559818,0.784159698
350,relu,256,3,0.2,0.846725358,0.920176808,0.738768431,0.7782993
400,relu,256,3,0.2,0.800492506,0.894702468,0.712542852,0.79040459
450,relu,256,3,0.2,0.915418347,0.956774972,0.771271892,0.760313204
500,relu,256,3,0.2,0.839442697,0.916211055,0.744518373,0.780206142
550,relu,256,3,0.2,0.807160365,0.89842104,0.725238571,0.788658724
600,relu,256,3,0.2,0.755860092,0.869402146,0.690824274,0.802090832
650,relu,256,3,0.2,0.808241291,0.899022409,0.714270529,0.788375701
700,relu,256,3,0.2,0.794886562,0.89156411,0.721036308,0.791872411
750,relu,256,3,0.2,0.883642842,0.940022788,0.744768316,0.768633082
